Read input file. Dedected 134 training Configurations.
         5363383 function calls (5293827 primitive calls) in 6.569 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11942    0.002    0.000    0.003    0.000 _mathtext.py:2469(<genexpr>)
        1    0.000    0.000    0.003    0.003 desing.py:1(<module>)
      122    0.000    0.000    0.003    0.000 pyparsing.py:3292(<listcomp>)
      525    0.000    0.000    0.003    0.000 {built-in method builtins.next}
     7400    0.002    0.000    0.003    0.000 sre_parse.py:249(match)
        2    0.000    0.000    0.003    0.002 ElementTree.py:1(<module>)
        1    0.000    0.000    0.003    0.003 headerregistry.py:1(<module>)
      149    0.001    0.000    0.003    0.000 deprecation.py:133(deprecate)
     1435    0.000    0.000    0.003    0.000 abc.py:117(__instancecheck__)
        1    0.000    0.000    0.003    0.003 linalg.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _pep440.py:285(Version)
      776    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      158    0.000    0.000    0.003    0.000 linecache.py:26(getline)
       52    0.000    0.000    0.003    0.000 pyparsing.py:1047(extract_stack)
        9    0.000    0.000    0.003    0.000 core.py:5369(__init__)
        1    0.000    0.000    0.003    0.003 _misc.py:1(<module>)
      963    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:173(__exit__)
        5    0.000    0.000    0.003    0.001 _version.py:1(<module>)
     9800    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      158    0.000    0.000    0.003    0.000 linecache.py:36(getlines)
     29/8    0.000    0.000    0.003    0.000 core.py:4356(leave_whitespace)
     6752    0.002    0.000    0.003    0.000 version.py:81(__eq__)
      776    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.003    0.003 _optimize.py:1(<module>)
      618    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
     1344    0.001    0.000    0.003    0.000 copy.py:259(_reconstruct)
      475    0.001    0.000    0.003    0.000 typing.py:146(_type_check)
        3    0.000    0.000    0.003    0.001 linecache.py:80(updatecache)
     7127    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.003    0.003 _internal.py:1(<module>)
     1435    0.000    0.000    0.003    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.003    0.003 iterative.py:1(<module>)
       61    0.000    0.000    0.003    0.000 rcsetup.py:107(<listcomp>)
      239    0.000    0.000    0.003    0.000 rcsetup.py:282(validate_color_for_prop_cycle)
        1    0.000    0.000    0.003    0.003 config.py:1(<module>)
        4    0.002    0.000    0.003    0.001 _codata.py:1503(parse_constants_2002to2014)
    24275    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
      402    0.000    0.000    0.003    0.000 core.py:492(copy)
 1603/193    0.000    0.000    0.003    0.000 abc.py:121(__subclasscheck__)
       24    0.000    0.000    0.003    0.000 pyparsing.py:2653(__init__)
   260/11    0.001    0.000    0.003    0.000 core.py:769(_parseNoCache)
       92    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
        3    0.000    0.000    0.003    0.001 _add_newdocs.py:1(<module>)
 1603/193    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
      226    0.000    0.000    0.003    0.000 __init__.py:1417(_get_metadata_path)
     1883    0.001    0.000    0.003    0.000 typing.py:986(__setattr__)
    63/11    0.000    0.000    0.003    0.000 core.py:3838(parseImpl)
      448    0.000    0.000    0.003    0.000 colors.py:152(to_rgba)
      322    0.000    0.000    0.003    0.000 function_base.py:475(add_newdoc)
    26752    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
      226    0.000    0.000    0.003    0.000 __init__.py:1496(_fn)
      959    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:71(__init__)
      830    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
      776    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
    25165    0.002    0.000    0.002    0.000 inspect.py:2680(name)
        8    0.000    0.000    0.002    0.000 __init__.py:2998(_reload_version)
     2328    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.002    0.002 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.002    0.002 py3k.py:1(<module>)
    335/7    0.001    0.000    0.002    0.000 pyparsing.py:1370(_parseNoCache)
       14    0.000    0.000    0.002    0.000 core.py:114(doc_note)
        4    0.000    0.000    0.002    0.001 _common.py:1(<module>)
        8    0.000    0.000    0.002    0.000 __init__.py:2789(_get_version)
     54/7    0.000    0.000    0.002    0.000 pyparsing.py:3397(parseImpl)
        8    0.000    0.000    0.002    0.000 core.py:2669(__init__)
        8    0.000    0.000    0.002    0.000 __init__.py:2567(_version_from_file)
     5643    0.002    0.000    0.002    0.000 version.py:271(<genexpr>)
    24554    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.002    0.001 functools.py:1(<module>)
    12626    0.002    0.000    0.002    0.000 {built-in method _heapq.heappush}
        1    0.000    0.000    0.002    0.002 configparser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ticker.py:1(<module>)
        1    0.000    0.000    0.002    0.002 backend_qt.py:1(<module>)
      405    0.000    0.000    0.002    0.000 __init__.py:1328(safe_name)
       62    0.000    0.000    0.002    0.000 deprecation.py:318(delete_parameter)
   222/10    0.001    0.000    0.002    0.000 pyparsing.py:3319(streamline)
     55/8    0.000    0.000    0.002    0.000 core.py:3616(leave_whitespace)
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
     1338    0.001    0.000    0.002    0.000 re.py:187(match)
        3    0.000    0.000    0.002    0.001 patches.py:2159(pprint_styles)
        1    0.000    0.000    0.002    0.002 case.py:1(<module>)
       16    0.000    0.000    0.002    0.000 rcsetup.py:618(cycler)
      312    0.001    0.000    0.002    0.000 enum.py:89(__setitem__)
       18    0.000    0.000    0.002    0.000 rcsetup.py:390(validate_font_properties)
     8213    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dates.py:1(<module>)
        1    0.000    0.000    0.002    0.002 core.py:392(ParserElement)
        1    0.000    0.000    0.002    0.002 pydoc.py:458(Doc)
        2    0.000    0.000    0.002    0.001 tags.py:1(<module>)
   112/55    0.000    0.000    0.002    0.000 core.py:3703(copy)
      2/1    0.000    0.000    0.002    0.002 sysconfig.py:567(get_path)
      2/1    0.000    0.000    0.002    0.002 sysconfig.py:555(get_paths)
      2/1    0.000    0.000    0.002    0.002 sysconfig.py:214(_expand_vars)
     1617    0.001    0.000    0.002    0.000 __init__.py:2656(key)
      806    0.002    0.000    0.002    0.000 genericpath.py:121(_splitext)
      608    0.001    0.000    0.002    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:2163(<listcomp>)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cli.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hashing.py:1(<module>)
       50    0.000    0.000    0.002    0.000 typing.py:1222(__getitem__)
     7590    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        7    0.000    0.000    0.002    0.000 enum.py:553(<listcomp>)
        1    0.000    0.000    0.002    0.002 axes3d.py:44(Axes3D)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pyplot.py:2025(_setup_pyplot_info_docstrings)
       94    0.000    0.000    0.002    0.000 typing.py:1146(copy_with)
     6093    0.002    0.000    0.002    0.000 version.py:393(_parse_letter_version)
        3    0.002    0.001    0.002    0.001 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.002    0.001 more.py:1(<module>)
        4    0.000    0.000    0.002    0.000 pyparsing.py:4763(srange)
        1    0.000    0.000    0.002    0.002 core.py:5775(<listcomp>)
     4245    0.002    0.000    0.002    0.000 sre_parse.py:111(__init__)
   108/20    0.000    0.000    0.002    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cmd.py:1(<module>)
     6695    0.001    0.000    0.002    0.000 sre_parse.py:160(__len__)
       34    0.000    0.000    0.002    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.002    0.002 plistlib.py:1(<module>)
     1682    0.001    0.000    0.002    0.000 _quad_vec.py:84(_get_sizeof)
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4904(makeHTMLTags)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
        1    0.000    0.000    0.002    0.002 PngImagePlugin.py:1(<module>)
     2133    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:404(parent)
        2    0.000    0.000    0.002    0.001 core.py:5661(srange)
       21    0.000    0.000    0.002    0.000 core.py:588(set_parse_action)
      2/1    0.000    0.000    0.002    0.002 sysconfig.py:575(get_config_vars)
        2    0.000    0.000    0.002    0.001 _adapters.py:1(<module>)
     1039    0.001    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
       17    0.000    0.000    0.002    0.000 dataclasses.py:588(_repr_fn)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
     4069    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
     10/3    0.000    0.000    0.002    0.001 unicode.py:14(__get__)
      226    0.000    0.000    0.002    0.000 __init__.py:1502(_validate_resource_path)
     3681    0.002    0.000    0.002    0.000 _util.py:474(__call__)
     2714    0.001    0.000    0.002    0.000 util.py:185(is_consecutive)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
     3843    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:897(__exit__)
      614    0.001    0.000    0.002    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.002    0.002 sph.py:1(<module>)
       21    0.000    0.000    0.002    0.000 core.py:668(<listcomp>)
       25    0.000    0.000    0.002    0.000 core.py:252(_trim_arity)
       62    0.000    0.000    0.002    0.000 core.py:1345(__add__)
      959    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:198(cb)
       17    0.000    0.000    0.002    0.000 dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.002    0.002 _header_value_parser.py:1(<module>)
   112/55    0.000    0.000    0.002    0.000 core.py:3705(<listcomp>)
     3843    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:893(__enter__)
     6659    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
     1538    0.001    0.000    0.002    0.000 posixpath.py:60(isabs)
      166    0.000    0.000    0.002    0.000 pyparsing.py:1821(__add__)
      226    0.000    0.000    0.002    0.000 typing.py:947(__init__)
      134    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argwhere)
        1    0.000    0.000    0.002    0.002 setupcfg.py:1(<module>)
        1    0.000    0.000    0.002    0.002 globals.py:1(<module>)
    49/22    0.000    0.000    0.002    0.000 pyparsing.py:3547(parseImpl)
      202    0.000    0.000    0.002    0.000 __init__.py:2886(insert_on)
       44    0.000    0.000    0.002    0.000 typing.py:1137(__getitem__)
        1    0.000    0.000    0.002    0.002 _linprog_ip.py:1(<module>)
       55    0.000    0.000    0.002    0.000 core.py:3624(<listcomp>)
        1    0.000    0.000    0.002    0.002 __init__.py:189(_check_versions)
      876    0.000    0.000    0.002    0.000 colors.py:106(_is_nth_color)
  264/157    0.000    0.000    0.002    0.000 core.py:1850(name)
    21203    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.002    0.001 _cubic.py:136(__init__)
        1    0.000    0.000    0.002    0.002 _nonlin.py:1(<module>)
      105    0.000    0.000    0.002    0.000 __init__.py:269(wrapper)
       93    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       11    0.000    0.000    0.002    0.000 decorator.py:177(create)
     2040    0.000    0.000    0.002    0.000 __init__.py:2379(_normalize_cached)
        1    0.000    0.000    0.002    0.002 getlimits.py:158(_register_known_types)
       52    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
    54/26    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
     3104    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
  213/110    0.000    0.000    0.001    0.000 core.py:1825(default_name)
        2    0.000    0.000    0.001    0.001 _basic.py:1(<module>)
      134    0.000    0.000    0.001    0.000 numeric.py:577(argwhere)
        1    0.000    0.000    0.001    0.001 _pslinux.py:1675(Process)
       63    0.000    0.000    0.001    0.000 colors.py:980(reversed)
      266    0.001    0.000    0.001    0.000 pyparsing.py:3260(__init__)
      999    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
        2    0.000    0.000    0.001    0.001 __init__.py:462(_get_config_or_cache_dir)
        4    0.000    0.000    0.001    0.000 util.py:1(<module>)
      159    0.001    0.000    0.001    0.000 colors.py:195(_to_rgba_no_colorcycle)
       63    0.000    0.000    0.001    0.000 core.py:3764(__init__)
       36    0.000    0.000    0.001    0.000 typing.py:1193(__getitem__)
     25/6    0.000    0.000    0.001    0.000 core.py:3795(streamline)
     1682    0.001    0.000    0.001    0.000 {method '__copy__' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.001    0.000 core.py:4756(parseImpl)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
      160    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(column_stack)
      316    0.001    0.000    0.001    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.001    0.001 reference.py:1(<module>)
     9607    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      168    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
     35/5    0.000    0.000    0.001    0.000 core.py:3656(streamline)
